Index,Original Name,New Name,Service Type,Section,Location,Alt Text,Current Size (KB),Priority
84,"64e2e7bf1d1c34380e79a058_8904%202nd%20(1%20of%2019)-p-2000.jpg","blue-lawns-stone-harbor-generic-service-84.webp","generic","service","stone-harbor","Blue Lawns outdoor property care and landscaping services in Stone Harbor, Cape May County",653.7,MEDIUM
85,"64e2e7bf1d1c34380e79a058_8904%202nd%20(1%20of%2019)-p-2600.jpg","blue-lawns-sea-isle-city-generic-service-85.webp","generic","service","sea-isle-city","Blue Lawns outdoor property care and landscaping services in Sea Isle City, Cape May County",1057.8,MEDIUM
86,"64e2e7bf1d1c34380e79a058_8904%202nd%20(1%20of%2019)-p-3200.jpg","blue-lawns-wildwood-generic-service-86.webp","generic","service","wildwood","Blue Lawns outdoor property care and landscaping services in Wildwood, Cape May County",1501.0,MEDIUM
87,"64e2e7bf1d1c34380e79a058_8904%202nd%20(1%20of%2019)-p-500.jpg","blue-lawns-wildwood-crest-generic-service-87.webp","generic","service","wildwood-crest","Blue Lawns outdoor property care and landscaping services in Wildwood Crest, Cape May County",48.4,MEDIUM
88,"64e2e7bf1d1c34380e79a058_8904%202nd%20(1%20of%2019)-p-800.jpg","blue-lawns-north-wildwood-generic-service-88.webp","generic","service","north-wildwood","Blue Lawns outdoor property care and landscaping services in North Wildwood, Cape May County",119.0,MEDIUM
89,"64e2e7bf1d1c34380e79a058_8904%202nd%20(1%20of%2019).jpg","blue-lawns-cape-may-court-house-generic-service-89.webp","generic","service","cape-may-court-house","Blue Lawns outdoor property care and landscaping services in Cape May Court House, Cape May County",3618.8,MEDIUM
90,"64e2e7bfe41da63fe4a61ff9_2989%201st%20(22%20of%2025)-p-1080.jpg","blue-lawns-rio-grande-generic-service-90.webp","generic","service","rio-grande","Blue Lawns outdoor property care and landscaping services in Rio Grande, Cape May County",187.5,MEDIUM
91,"64e2e7bfe41da63fe4a61ff9_2989%201st%20(22%20of%2025)-p-1600.jpg","blue-lawns-ocean-view-generic-service-91.webp","generic","service","ocean-view","Blue Lawns outdoor property care and landscaping services in Ocean View, Cape May County",416.9,MEDIUM
92,"64e2e7bfe41da63fe4a61ff9_2989%201st%20(22%20of%2025)-p-2000.jpg","blue-lawns-cape-may-generic-service-92.webp","generic","service","cape-may","Blue Lawns outdoor property care and landscaping services in Cape May, Cape May County",648.3,MEDIUM
93,"64e2e7bfe41da63fe4a61ff9_2989%201st%20(22%20of%2025)-p-2600.jpg","blue-lawns-avalon-generic-service-93.webp","generic","service","avalon","Blue Lawns outdoor property care and landscaping services in Avalon, Cape May County",1062.8,MEDIUM
94,"64e2e7bfe41da63fe4a61ff9_2989%201st%20(22%20of%2025)-p-3200.jpg","blue-lawns-stone-harbor-generic-service-94.webp","generic","service","stone-harbor","Blue Lawns outdoor property care and landscaping services in Stone Harbor, Cape May County",1555.5,MEDIUM
95,"64e2e7bfe41da63fe4a61ff9_2989%201st%20(22%20of%2025)-p-500.jpg","blue-lawns-sea-isle-city-generic-service-95.webp","generic","service","sea-isle-city","Blue Lawns outdoor property care and landscaping services in Sea Isle City, Cape May County",40.6,MEDIUM
96,"64e2e7bfe41da63fe4a61ff9_2989%201st%20(22%20of%2025)-p-800.jpg","blue-lawns-wildwood-generic-service-96.webp","generic","service","wildwood","Blue Lawns outdoor property care and landscaping services in Wildwood, Cape May County",104.7,MEDIUM
97,"64e2e7bfe41da63fe4a61ff9_2989%201st%20(22%20of%2025).jpg","blue-lawns-wildwood-crest-generic-service-97.webp","generic","service","wildwood-crest","Blue Lawns outdoor property care and landscaping services in Wildwood Crest, Cape May County",3479.8,MEDIUM
98,"64e2e8d863b2f660d8bd17ea_2989%201st%20(7%20of%2025)-min-p-1080.jpg","blue-lawns-north-wildwood-generic-service-98.webp","generic","service","north-wildwood","Blue Lawns outdoor property care and landscaping services in North Wildwood, Cape May County",203.2,MEDIUM
99,"64e2e8d863b2f660d8bd17ea_2989%201st%20(7%20of%2025)-min-p-1600.jpg","blue-lawns-cape-may-court-house-generic-service-99.webp","generic","service","cape-may-court-house","Blue Lawns outdoor property care and landscaping services in Cape May Court House, Cape May County",434.6,MEDIUM
100,"64e2e8d863b2f660d8bd17ea_2989%201st%20(7%20of%2025)-min-p-2000.jpg","blue-lawns-rio-grande-generic-service-100.webp","generic","service","rio-grande","Blue Lawns outdoor property care and landscaping services in Rio Grande, Cape May County",653.8,MEDIUM
101,"64e2e8d863b2f660d8bd17ea_2989%201st%20(7%20of%2025)-min-p-2600.jpg","blue-lawns-ocean-view-generic-service-101.webp","generic","service","ocean-view","Blue Lawns outdoor property care and landscaping services in Ocean View, Cape May County",1080.6,MEDIUM
102,"64e2e8d863b2f660d8bd17ea_2989%201st%20(7%20of%2025)-min-p-3200.jpg","blue-lawns-cape-may-generic-service-102.webp","generic","service","cape-may","Blue Lawns outdoor property care and landscaping services in Cape May, Cape May County",1592.8,MEDIUM
103,"64e2e8d863b2f660d8bd17ea_2989%201st%20(7%20of%2025)-min-p-500.jpg","blue-lawns-avalon-generic-service-103.webp","generic","service","avalon","Blue Lawns outdoor property care and landscaping services in Avalon, Cape May County",46.6,MEDIUM
104,"64e2e8d863b2f660d8bd17ea_2989%201st%20(7%20of%2025)-min-p-800.jpg","blue-lawns-stone-harbor-generic-service-104.webp","generic","service","stone-harbor","Blue Lawns outdoor property care and landscaping services in Stone Harbor, Cape May County",116.4,MEDIUM
105,"64e2e8d863b2f660d8bd17ea_2989%201st%20(7%20of%2025)-min.jpg","blue-lawns-sea-isle-city-generic-service-105.webp","generic","service","sea-isle-city","Blue Lawns outdoor property care and landscaping services in Sea Isle City, Cape May County",3730.8,MEDIUM
106,"64e2e8d8e41da63fe4a6fe21_2989%201st%20(14%20of%2025)-min-p-1080.jpg","blue-lawns-wildwood-generic-service-106.webp","generic","service","wildwood","Blue Lawns outdoor property care and landscaping services in Wildwood, Cape May County",261.8,MEDIUM
107,"64e2e8d8e41da63fe4a6fe21_2989%201st%20(14%20of%2025)-min-p-1600.jpg","blue-lawns-wildwood-crest-generic-service-107.webp","generic","service","wildwood-crest","Blue Lawns outdoor property care and landscaping services in Wildwood Crest, Cape May County",530.3,MEDIUM
108,"64e2e8d8e41da63fe4a6fe21_2989%201st%20(14%20of%2025)-min-p-2000.jpg","blue-lawns-north-wildwood-generic-service-108.webp","generic","service","north-wildwood","Blue Lawns outdoor property care and landscaping services in North Wildwood, Cape May County",768.5,MEDIUM
109,"64e2e8d8e41da63fe4a6fe21_2989%201st%20(14%20of%2025)-min-p-2600.jpg","blue-lawns-cape-may-court-house-generic-service-109.webp","generic","service","cape-may-court-house","Blue Lawns outdoor property care and landscaping services in Cape May Court House, Cape May County",1192.9,MEDIUM
110,"64e2e8d8e41da63fe4a6fe21_2989%201st%20(14%20of%2025)-min-p-3200.jpg","blue-lawns-rio-grande-generic-service-110.webp","generic","service","rio-grande","Blue Lawns outdoor property care and landscaping services in Rio Grande, Cape May County",1677.8,MEDIUM
111,"64e2e8d8e41da63fe4a6fe21_2989%201st%20(14%20of%2025)-min-p-500.jpg","blue-lawns-ocean-view-generic-service-111.webp","generic","service","ocean-view","Blue Lawns outdoor property care and landscaping services in Ocean View, Cape May County",63.4,MEDIUM
112,"64e2e8d8e41da63fe4a6fe21_2989%201st%20(14%20of%2025)-min-p-800.jpg","blue-lawns-cape-may-generic-service-112.webp","generic","service","cape-may","Blue Lawns outdoor property care and landscaping services in Cape May, Cape May County",153.7,MEDIUM
113,"64e2e8d8e41da63fe4a6fe21_2989%201st%20(14%20of%2025)-min.jpg","blue-lawns-avalon-generic-service-113.webp","generic","service","avalon","Blue Lawns outdoor property care and landscaping services in Avalon, Cape May County",3258.0,MEDIUM
114,"64ecf2bbff0f1a59b1d11724_1-p-1080.jpg","blue-lawns-stone-harbor-generic-service-114.webp","generic","service","stone-harbor","Blue Lawns outdoor property care and landscaping services in Stone Harbor, Cape May County",185.5,MEDIUM
115,"64ecf2bbff0f1a59b1d11724_1-p-500.jpg","blue-lawns-sea-isle-city-generic-service-115.webp","generic","service","sea-isle-city","Blue Lawns outdoor property care and landscaping services in Sea Isle City, Cape May County",43.7,MEDIUM
116,"64ecf2bbff0f1a59b1d11724_1-p-800.jpg","blue-lawns-wildwood-generic-service-116.webp","generic","service","wildwood","Blue Lawns outdoor property care and landscaping services in Wildwood, Cape May County",106.0,MEDIUM
117,"64ecf2bbff0f1a59b1d11724_1.jpg","blue-lawns-wildwood-crest-generic-service-117.webp","generic","service","wildwood-crest","Blue Lawns outdoor property care and landscaping services in Wildwood Crest, Cape May County",526.6,MEDIUM
118,"64ecf316aff40c0051ee4a96_2.jpg","blue-lawns-north-wildwood-generic-service-118.webp","generic","service","north-wildwood","Blue Lawns outdoor property care and landscaping services in North Wildwood, Cape May County",706.6,MEDIUM
119,"64ecf323aff40c0051ee5f15_3.jpg","blue-lawns-cape-may-court-house-generic-service-119.webp","generic","service","cape-may-court-house","Blue Lawns outdoor property care and landscaping services in Cape May Court House, Cape May County",531.4,MEDIUM
120,"654ce4874b15721fa93103cc_64a9fddd-564d-49f2-a1b9-081d5092f46a.jpeg","blue-lawns-rio-grande-generic-service-120.webp","generic","service","rio-grande","Blue Lawns outdoor property care and landscaping services in Rio Grande, Cape May County",2208.5,MEDIUM
121,"654ce4878fc7bb49388c3b49_ac4bf33a-da24-4678-9d94-836461cb24b1.jpeg","blue-lawns-ocean-view-generic-service-121.webp","generic","service","ocean-view","Blue Lawns outdoor property care and landscaping services in Ocean View, Cape May County",922.4,MEDIUM
122,"654ce8c0dd847ecd49af11d3_Vibrant%20green%20lawn.jpg","blue-lawns-cape-may-lawn-care-service-122.webp","lawn-care","service","cape-may","Professional lawn care and maintenance services by Blue Lawns in Cape May, Cape May County",2747.8,MEDIUM
123,"654ce8ef71beadb8e10ce5cd_Beautifully%20landscaped%20garden.jpg","blue-lawns-avalon-landscaping-service-123.webp","landscaping","service","avalon","Custom landscaping design and installation by expert team in Avalon, New Jersey",1392.6,MEDIUM
124,"654ce983e6cf60d225f15f65_Proper%20care%20during%20the%20fall.jpg","blue-lawns-stone-harbor-seasonal-cleanup-service-124.webp","seasonal-cleanup","service","stone-harbor","Seasonal yard cleanup and maintenance services for homes in Stone Harbor, New Jersey",2267.8,MEDIUM
125,"654cf105a7b7de79c5be413e_Ensure%20your%20garden%20is%20prepared%20for%20every%20season-p-1080.jpg","blue-lawns-sea-isle-city-landscaping-service-125.webp","landscaping","service","sea-isle-city","Custom landscaping design and installation by expert team in Sea Isle City, New Jersey",115.2,MEDIUM
126,"654cf105a7b7de79c5be413e_Ensure%20your%20garden%20is%20prepared%20for%20every%20season-p-1600.jpg","blue-lawns-wildwood-landscaping-service-126.webp","landscaping","service","wildwood","Custom landscaping design and installation by expert team in Wildwood, New Jersey",203.6,MEDIUM
127,"654cf105a7b7de79c5be413e_Ensure%20your%20garden%20is%20prepared%20for%20every%20season-p-2000.jpg","blue-lawns-wildwood-crest-landscaping-service-127.webp","landscaping","service","wildwood-crest","Custom landscaping design and installation by expert team in Wildwood Crest, New Jersey",283.9,MEDIUM
128,"654cf105a7b7de79c5be413e_Ensure%20your%20garden%20is%20prepared%20for%20every%20season-p-2600.jpg","blue-lawns-north-wildwood-landscaping-service-128.webp","landscaping","service","north-wildwood","Custom landscaping design and installation by expert team in North Wildwood, New Jersey",425.0,MEDIUM
129,"654cf105a7b7de79c5be413e_Ensure%20your%20garden%20is%20prepared%20for%20every%20season-p-500.jpg","blue-lawns-cape-may-court-house-landscaping-service-129.webp","landscaping","service","cape-may-court-house","Custom landscaping design and installation by expert team in Cape May Court House, New Jersey",37.8,MEDIUM
130,"654cf105a7b7de79c5be413e_Ensure%20your%20garden%20is%20prepared%20for%20every%20season-p-800.jpg","blue-lawns-rio-grande-landscaping-service-130.webp","landscaping","service","rio-grande","Custom landscaping design and installation by expert team in Rio Grande, New Jersey",75.2,MEDIUM
131,"654cf105a7b7de79c5be413e_Ensure%20your%20garden%20is%20prepared%20for%20every%20season.jpg","blue-lawns-ocean-view-landscaping-service-131.webp","landscaping","service","ocean-view","Custom landscaping design and installation by expert team in Ocean View, New Jersey",1169.1,MEDIUM
132,"654cf13716f06cb601335346_e4e86248-4749-48fa-9641-b1b97e6d43c6.jpeg","blue-lawns-cape-may-generic-service-132.webp","generic","service","cape-may","Blue Lawns outdoor property care and landscaping services in Cape May, Cape May County",1402.8,MEDIUM
133,"654cf137362fc31b3859583c_eec0e00b-9253-4c49-9221-3774103df192.png","blue-lawns-avalon-generic-service-133.webp","generic","service","avalon","Blue Lawns outdoor property care and landscaping services in Avalon, Cape May County",17.5,MEDIUM
134,"654cf13749fb75f50ba16ab8_e6abb255-7011-4554-b93f-8cb0c3e7f3eb.jpeg","blue-lawns-stone-harbor-generic-service-134.webp","generic","service","stone-harbor","Blue Lawns outdoor property care and landscaping services in Stone Harbor, Cape May County",634.5,MEDIUM
135,"654cf137632bc2a7f1c8e6a9_dfff62f3-9c34-44dc-9228-61633983480e.jpeg","blue-lawns-sea-isle-city-generic-service-135.webp","generic","service","sea-isle-city","Blue Lawns outdoor property care and landscaping services in Sea Isle City, Cape May County",12.9,MEDIUM
136,"654cf13771547d03459300a9_cf1573da-79c2-4620-ba70-5aaec7169e51.jpeg","blue-lawns-wildwood-generic-service-136.webp","generic","service","wildwood","Blue Lawns outdoor property care and landscaping services in Wildwood, Cape May County",11.2,MEDIUM
137,"654cf1377c443ddd48f1901b_0b36d0ee-1b7a-4fd3-95ed-c0cd925d8b83.jpeg","blue-lawns-wildwood-crest-generic-service-137.webp","generic","service","wildwood-crest","Blue Lawns outdoor property care and landscaping services in Wildwood Crest, Cape May County",1238.0,MEDIUM
138,"654cf13793a842f633fa52f0_photo-1524179091875-bf99a9a6af57.jpeg","blue-lawns-north-wildwood-generic-service-138.webp","generic","service","north-wildwood","Blue Lawns outdoor property care and landscaping services in North Wildwood, Cape May County",65.7,MEDIUM
139,"654cf1379947eef1b3f01cb5_34e60a83-c929-4f6e-8506-ae39e88a2cf6.jpeg","blue-lawns-cape-may-court-house-generic-service-139.webp","generic","service","cape-may-court-house","Blue Lawns outdoor property care and landscaping services in Cape May Court House, Cape May County",51.0,MEDIUM
140,"654cf137a88615b8ffb12ae5_da7ba76b-89bb-486c-b23a-f410a1c92e81.jpeg","blue-lawns-rio-grande-generic-service-140.webp","generic","service","rio-grande","Blue Lawns outdoor property care and landscaping services in Rio Grande, Cape May County",3278.2,MEDIUM
141,"654cf137ac3e00494039b654_a3672508-8df6-4895-beff-dfb50488fcb7.jpeg","blue-lawns-ocean-view-generic-service-141.webp","generic","service","ocean-view","Blue Lawns outdoor property care and landscaping services in Ocean View, Cape May County",396.9,MEDIUM
142,"654cf137c664380edf3f7fcc_83581759-1484-475c-8e3f-6aeed3fbd65a.jpeg","blue-lawns-cape-may-generic-service-142.webp","generic","service","cape-may","Blue Lawns outdoor property care and landscaping services in Cape May, Cape May County",38.1,MEDIUM
143,"654cf137c881c8c725fea856_f33e00f9-73a1-4e38-8bcc-125dab85280f.jpeg","blue-lawns-avalon-generic-service-143.webp","generic","service","avalon","Blue Lawns outdoor property care and landscaping services in Avalon, Cape May County",2995.6,MEDIUM
144,"654cf137f60c6aba42f7339e_395f143d-fa48-4060-b962-96f992953b06.jpeg","blue-lawns-stone-harbor-generic-service-144.webp","generic","service","stone-harbor","Blue Lawns outdoor property care and landscaping services in Stone Harbor, Cape May County",2440.4,MEDIUM
145,"654cf2314f46e57d2c9acf35_Brussels%20sprouts%2C%20swiss%20chard%2C%20and%20kale%20are%20excellent%20choices%20for%20winter%20gardening.jpg","blue-lawns-sea-isle-city-landscaping-service-145.webp","landscaping","service","sea-isle-city","Custom landscaping design and installation by expert team in Sea Isle City, New Jersey",1323.7,MEDIUM
146,"654cf3888338d5f437bce6ca_Ensure%20proper%20watering%20year-round..jpg","blue-lawns-wildwood-generic-service-146.webp","generic","service","wildwood","Blue Lawns outdoor property care and landscaping services in Wildwood, Cape May County",1873.3,MEDIUM
147,"657772391cb9c63fd7a9823f_2aa6beee-7590-492b-bc45-6a1a0dc529e2.jpeg","blue-lawns-wildwood-crest-generic-service-147.webp","generic","service","wildwood-crest","Blue Lawns outdoor property care and landscaping services in Wildwood Crest, Cape May County",2633.2,MEDIUM
148,"657772394a5d3d0af7ecb5cf_c163e814-f650-4887-ba46-a3825ea7ddc7.jpeg","blue-lawns-north-wildwood-generic-service-148.webp","generic","service","north-wildwood","Blue Lawns outdoor property care and landscaping services in North Wildwood, Cape May County",794.2,MEDIUM
149,"65777239d260489674f042b1_7294471c-db9d-40c7-b844-f1b822ea0c59.jpeg","blue-lawns-cape-may-court-house-generic-service-149.webp","generic","service","cape-may-court-house","Blue Lawns outdoor property care and landscaping services in Cape May Court House, Cape May County",2660.6,MEDIUM
150,"65777380ea2a9393f42ca205_Preparing%20the%20Soil.jpg","blue-lawns-rio-grande-generic-service-150.webp","generic","service","rio-grande","Blue Lawns outdoor property care and landscaping services in Rio Grande, Cape May County",3405.6,MEDIUM
151,"657774344831546d8c38bc87_Watering%20and%20Drainage%20.jpg","blue-lawns-ocean-view-generic-service-151.webp","generic","service","ocean-view","Blue Lawns outdoor property care and landscaping services in Ocean View, Cape May County",1891.6,MEDIUM
152,"657774e0fe57b65df178fc07_Harvesting%20Your%20Vegetables-p-1080.jpg","blue-lawns-cape-may-generic-service-152.webp","generic","service","cape-may","Blue Lawns outdoor property care and landscaping services in Cape May, Cape May County",163.7,MEDIUM
153,"657774e0fe57b65df178fc07_Harvesting%20Your%20Vegetables-p-1600.jpg","blue-lawns-avalon-generic-service-153.webp","generic","service","avalon","Blue Lawns outdoor property care and landscaping services in Avalon, Cape May County",301.6,MEDIUM
154,"657774e0fe57b65df178fc07_Harvesting%20Your%20Vegetables-p-2000.jpg","blue-lawns-stone-harbor-generic-service-154.webp","generic","service","stone-harbor","Blue Lawns outdoor property care and landscaping services in Stone Harbor, Cape May County",419.7,MEDIUM
155,"657774e0fe57b65df178fc07_Harvesting%20Your%20Vegetables-p-2600.jpg","blue-lawns-sea-isle-city-generic-service-155.webp","generic","service","sea-isle-city","Blue Lawns outdoor property care and landscaping services in Sea Isle City, Cape May County",626.7,MEDIUM
156,"657774e0fe57b65df178fc07_Harvesting%20Your%20Vegetables-p-3200.jpg","blue-lawns-wildwood-generic-service-156.webp","generic","service","wildwood","Blue Lawns outdoor property care and landscaping services in Wildwood, Cape May County",857.1,MEDIUM
157,"657774e0fe57b65df178fc07_Harvesting%20Your%20Vegetables-p-500.jpg","blue-lawns-wildwood-crest-generic-service-157.webp","generic","service","wildwood-crest","Blue Lawns outdoor property care and landscaping services in Wildwood Crest, Cape May County",48.1,MEDIUM
158,"657774e0fe57b65df178fc07_Harvesting%20Your%20Vegetables-p-800.jpg","blue-lawns-north-wildwood-generic-service-158.webp","generic","service","north-wildwood","Blue Lawns outdoor property care and landscaping services in North Wildwood, Cape May County",100.7,MEDIUM
159,"657774e0fe57b65df178fc07_Harvesting%20Your%20Vegetables.jpg","blue-lawns-cape-may-court-house-generic-service-159.webp","generic","service","cape-may-court-house","Blue Lawns outdoor property care and landscaping services in Cape May Court House, Cape May County",2555.4,MEDIUM
160,"app-all-in-one-reviews-icons-google-multicolor-stroke.svg","blue-lawns-rio-grande-generic-testimonial-160.webp","generic","testimonial","rio-grande","Blue Lawns outdoor property care and landscaping services in Rio Grande, Cape May County",1.0,NORMAL
161,"app-all-in-one-reviews-icons-google-multicolor.svg","blue-lawns-ocean-view-generic-testimonial-161.webp","generic","testimonial","ocean-view","Blue Lawns outdoor property care and landscaping services in Ocean View, Cape May County",0.7,NORMAL
162,"app-all-in-one-reviews-logos-google-logo-multicolor.svg","blue-lawns-cape-may-generic-testimonial-162.webp","generic","testimonial","cape-may","Blue Lawns outdoor property care and landscaping services in Cape May, Cape May County",2.0,NORMAL